There were varying degrees of Romanization throughout Roman Dacia.	Houve vários graus de romanização em toda a Dácia romana.
The exhibition established Brooks' reputation as an artist.	A exposição determinou a reputação de Brooks como artista.
Reviews were effusive, and the poet Robert de Montesquiou wrote an appreciation calling her "the thief of souls." The restrained, almost monochromatic decor of her home also attracted attention; she was often asked to give advice on interior design, and sometimes did, though she did not relish the role of decorator.	As críticas foram efusivas, e o poeta Robert de Montesquiou escreveu uma apreciação chamando-a “a ladra de almas”. A decoração contida e quase monocromática da sua casa também chamou a atenção; muitas vezes ela era convidada a dar conselhos sobre design de interiores, e às vezes ela fazia isso, embora não gostasse do papel de decoradora.
Brooks became increasingly disillusioned with Parisian high society, finding the conversation dull, and feeling that people were whispering about her.	Brooks ficou cada vez mais desapontada com a alta sociedade parisiense, achando a conversa enfadonha e sentindo que as pessoas estavam cochichando sobre ela.
Despite her artistic success, she described herself as a lapidée—literally, a victim of stoning.	Apesar de seu sucesso artístico, ela se descreveu como uma “lapidée”, literalmente uma vítima de apedrejamento.
In 1909 Brooks met Gabriele D'Annunzio, an Italian writer and politician who had come to France to escape his debts.	Em 1909 Brooks conheceu Gabriele D'Annunzio, um escritor e político italiano que veio para a França para fugir de suas dívidas.
She saw him as a martyred artist, another lapidé; he wrote poems based on her works and called her "the most profound and wise orchestrator of grays in modern painting".	Ela o via como um artista martirizado, outro “lapidé”; ele escreveu poemas baseados em suas obras e a chamou “a mais profunda e sábia orquestradora de cinzas na pintura moderna”.
Astrocytes form gap junctions and are closely associated with the vasculature and its basal lamina in the adult SVZ and subsequently in the RMS.	Os astrócitos formam junções comunicantes e estão intimamente associados à vasculatura e sua lâmina basal na ZSV adulta e, posteriormente, na CRM.
They may serve as an interface to modulate influences of endothelial and circulation-derived factors as well as the availability of cytokines and growth factors in this system.	Eles podem servir como uma interface para modular influências de fatores endoteliais e derivados da circulação, bem como a disponibilidade das citocinas e dos fatores de crescimento nesse sistema.
In addition, astrocytes derived from the neurogenic hippocampus and SVZ, but not from the non-neurogenic spinal cord, promote proliferation and neuronal fate commitment of multipotent adult neural stem cells in culture, suggesting a role in the RMS.	Além disso, os astrócitos derivados do hipocampo neurogênico e da ZSV, mas não da medula espinhal neurogênica, promovem a proliferação e o comprometimento do destino neuronal de células-tronco neurais adultas multipotentes em cultura, sugerindo um papel na CRM.
Astrocytes express a number of secreted and membrane-attached factors both in vitro and in vivo that are known to regulate proliferation and fate specification of adult neural precursors as well as neuronal migration, maturation, and synapse formation.	Os astrócitos expressam uma série de fatores secretados e ligados à membrana, tanto in vitro quanto in vivo, conhecidos por regular a proliferação e a especificação do destino de precursores neurais adultos, bem como a migração neuronal, maturação e formação das sinapses.
In the adult SVZ, astrocytes express Robo receptors and regulate the rapid migration of SLIT1-expressing neuroblasts through the RMS.	Na ZSV adulta, os astrócitos expressam receptores Robo e regulam a rápida migração de neuroblastos que expressam SLIT1 por meio da CRM.
Additionally, it has been proposed that the neuroblasts themselves play a role in modulating the astrocytes through Slit-Robo interactions.	Além disso, propôs-se que os próprios neuroblastos desempenhem um papel na modulação dos astrócitos por meio de interações Slit-Robo.
In the absence of Slit, astrocytic processes do not align correctly, or create the "tubes", instead running across the migrating neurons.	Na ausência de Slit, os processos astrocíticos não se alinham corretamente ou criam “tubos”, em vez disso percorrem os neurônios em migração.
Adult SVZ astrocytes also appear to release glutamate to regulate the survival of neuroblasts.	Os astrócitos da ZSV adulta também parecem liberar glutamato para regular a sobrevivência dos neuroblastos.
Unique to the adult SVZ, ependymal cells lining the ventricular wall are in close association with neural precursors and their progeny, acting like a shield to protect the "neurogenic niche", a zone in which stem cells are retained after embryonic development for the production of new cells of the nervous system.	Exclusivas da ZSV adulta, as células ependimárias que revestem a parede ventricular estão em estreita associação com os precursores neurais e sua progênie, agindo como um escudo para proteger o “nicho neurogênico”, uma zona na qual as células-tronco são retidas após o desenvolvimento embrionário para a produção de novas células do sistema nervoso.
Ependymal cells actively regulate neuronal fate specification of adult neural precursors through release of Noggin.	As células ependimárias regulam ativamente a especificação do destino neuronal de precursores neurais adultos por meio da liberação da Noggin.
Beating of the cilia of ependymal cells appears to set up concentration gradients of guidance molecules, such as cytokines TNF-α (tumor necrosis factor) and IGF-1 (insulin-like growth factor), to direct migration of neuroblasts, such as in the RMS.	O batimento dos cílios das células ependimárias parece configurar gradientes de concentração de moléculas-guias, como as citocinas TNF-α (fator de necrose tumoral) e IGF-1 (fator de crescimento semelhante à insulina), para direcionar a migração de neuroblastos como na CRM.
Microglia also actively regulate adult neurogenesis.	As micróglias também regulam ativamente a neurogênese adulta.
Under basal conditions, apoptotic corpses of newly generated neurons are rapidly phagocytosed from the niche by unactivated microglia in the adult SGZ.	Sob condições basais, cadáveres apoptóticos de neurônios recém-gerados são rapidamente fagocitados do nicho por micróglias não ativadas na ZSG adulta.
Under inflammatory conditions, reactivated microglia can have both beneficial and detrimental effects on different aspects of adult neurogenesis, depending on the balance between secreted molecules with pro- and anti-inflammatory action.	Sob condições inflamatórias, as micróglias reativadas podem ter efeitos benéficos e prejudiciais em diferentes aspectos da neurogênese adulta, dependendo do equilíbrio entre as moléculas secretadas com ação pró e anti-inflamatória.
In one study, the activation of microglia and recruitment of T cells were suggested to be required for enriched environment-induced SGZ neurogenesis, suggesting a possible role in the RMS.	Em um estudo, a ativação das micróglias e o recrutamento de células T foram sugeridos como necessários para a neurogênese da ZSG induzida pelo ambiente enriquecido, insinuando um possível papel na CRM.
Cells in the RMS are believed to move by "chain migration".	Acredita-se que as células na CRM se movam por “migração em cadeia”.
These neuroblasts are connected by membrane specializations including gap junctions and adherens junctions, moving along each other towards the olfactory bulb through glial tubes.	Esses neuroblastos são conectados por especializações de membrana, incluindo junções comunicantes e aderentes, movendo-se umas ao longo das outras em direção ao bulbo olfativo por meio de tubos gliais.
The pathway and mechanisms behind this movement are a ventriculo-olfactory neurogenic system (VONS), a glial framework, and a chemotaxic cell signalling system.	A via e os mecanismos por trás desse movimento fazem parte de um sistema neurogênico ventrículo-olfativo (VONS), uma estrutura glial e um sistema de sinalização celular quimiotáxica.
The olfactory system is made up in part of the RMS which stretches from the subventricular zone in the wall of the lateral ventricle, through the basal forebrain, to the olfactory bulb (OB).	O sistema olfativo é constituído em parte da CRM que se estende desde a zona subventricular na parede do ventrículo lateral, passando pelo prosencéfalo basal, até o bulbo olfativo (OB).
VONS is the name given to this pathway, and it consists of the subventricular zone, the RMS, the olfactory tract and the olfactory bulb.	VONS é o nome dado a essa via, composta pela zona subventricular, pela CRM, pelo trato e pelo bulbo olfativo.
On January 21, 2007, the Regional Specialized Meteorological Centre in Nadi, Fiji identified a tropical depression, which was given the number 08F, about 435 km (270 mi) west-northwest of Savai'i island in Samoa.	No dia 21 de janeiro de 2007, o Centro Meteorológico Regional Especializado em Nadi, Fiji, identificou uma depressão tropical, que recebeu o número 08F, cerca de 435 km (270 milhas) a oeste-noroeste da ilha Savai'i em Samoa.
The depression slowly traveled towards the east-southeast for several days as the overall structure of the storm fluctuated due to diurnal variations and strong wind shear.	A depressão viajou lentamente para leste-sudeste por vários dias, pois a estrutura geral da tempestade flutuou devido às variações diurnas e à cortante de vento forte.
Around 1700 UTC on January 22, the Joint Typhoon Warning Center (JTWC) issued a Tropical Cyclone Formation Alert for the depression.	Por volta das 17 horas UTC do dia 22 de janeiro, o Joint Typhoon Warning Center (JTWC) emitiu um alerta de formação de ciclone tropical para a depressão.
The system developed a large banding feature in the northern portion of the circulation and deep convection formed around the center of circulation.	O sistema desenvolveu uma grande característica de bandas na porção norte da circulação e uma convecção profunda se formou em torno do centro de circulação.
The depression had moved into an area of weak to moderate wind shear with favorable diffulence aloft.	A depressão se moveu para uma área de cortante de vento fraca a moderada com difluência favorável no alto.
Later that day, gale warnings were issued for the northeastern quadrant of the system.	Mais tarde naquele dia, avisos de vendaval foram transmitidos para o quadrante nordeste do sistema.
Tropical Depression 08F continued to develop as an anticyclone developed above the system, enhancing the environment around it.	A depressão tropical 08F continuou evoluindo como um anticiclone desenvolvido acima do sistema, melhorando o ambiente ao seu redor.
A mid-latitude trough located north of the depression was steering it towards the east.	Uma calha de latitude média situada ao norte da depressão estava guiando-a para o leste.
Early on January 24, the system became better organized and strengthened into a cyclone at 0600 UTC.	No início do dia 24 de janeiro, o sistema ficou mais bem organizado e fortalecido em um ciclone às 6 horas UTC.
The storm, which was named Arthur by the RSMC Nadi, began to undergo rapid intensification as the structure improved significantly.	A tempestade, batizada de Arthur pelo Centro Meteorológico Regional Especializado de Nadi, começou a se intensificar rapidamente à medida que a estrutura melhorou significativamente.
Deep convection developed around the center with strong outflow towards the north.	Uma convecção profunda desenvolveu-se em torno do centro com forte escoamento para o norte.
Several hours after becoming a cyclone, the JTWC issued their first advisory on Tropical Cyclone 09P as it traveled quickly towards the east-southeast.	Várias horas após se tornar um ciclone, o JTWC emitiu seu primeiro aviso sobre o ciclone tropical 09P, enquanto viajava rapidamente em direção ao leste-sudeste.
The quick movement was due to the influences of subtropical ridge to the north and a trough to the south.	O movimento rápido deveu-se às influências da cordilheira subtropical ao norte e de uma calha ao sul.
Later that day, a banding eye feature began to develop as the storm intensified into a Category 2 cyclone on the Australian intensity scale.	Mais tarde naquele dia, uma característica de banda de olho começou a se desenvolver à medida que a tempestade se intensificou em um ciclone de categoria 2 na escala de intensidade australiana.
At 1800 UTC, the JTWC assessed Arthur to have reached its peak intensity with winds of 120 km/h (75 mph 1-minute winds), the equivalent of a minimal Category 1 hurricane on the Saffir-Simpson Hurricane Scale.	Às 18 horas UTC, o JTWC avaliou que o Arthur havia atingido seu pico de intensidade com ventos de 120 km/h (75 milhas por hora de vento máximo sustentado em um minuto), o equivalente a um furacão mínimo de categoria 1 na escala de furacões Saffir-Simpson.
Early on January 25, Arthur reached its peak intensity with winds of 110 km/h (70 mph 10-minute winds) with a minimum pressure of 975 hPa (mbar) while located about 635 km (350 mi) north-northwest of Rarotonga.	Mais cedo no dia 25 de janeiro, Arthur atingiu seu pico de intensidade com ventos de 110 km/h (70 milhas por hora de vento máximo sustentado em 10 minutos) com uma pressão mínima de  975 hPa (mbar) enquanto estava localizado a cerca de 635 km (350 milhas) a norte-noroeste de Rarotonga.
Shortly after peaking in intensity, Arthur began to undergo an extratropical transition and rapidly deteriorated due to strong wind shear.	Logo após o pico de intensidade, Arthur começou a sofrer uma transição extratropical e se deteriorou rapidamente devido à cortante de vento forte.
The storm also began to merge with a low-level frontal boundary associated with the remnants of Tropical Cyclone Zita.	A tempestade também começou a se fundir com um limite frontal de baixo nível associado aos ventos remanescentes do ciclone tropical Zita.
The strong shear left the center of circulation partially exposed, with deep convection persisting in only the southeastern quadrant.	A cortante de vento forte deixou o centro de circulação parcialmente exposto, com convecção profunda persistindo apenas no quadrante sudeste.
In addition to the shear, dry air began to enter the system, causing it to weaken further.	Além da cortante, o ar seco começou a entrar no sistema, fazendo com que ele se enfraquecesse ainda mais.
The olm is a symbol of Slovenian natural heritage.	O proteus é um símbolo do patrimônio natural esloveno.
The enthusiasm of scientists and the broader public about this inhabitant of Slovenian caves is still strong 300 years after its discovery.	O entusiasmo dos cientistas e do público em geral sobre esse habitante das cavernas eslovenas ainda é forte mesmo 300 anos após a sua descoberta.
Postojna Cave is one of the birthplaces of speleobiology due to the olm and other rare cave inhabitants, such as the blind cave beetle.	A caverna Postojna é um dos berços da espeleobiologia devido ao proteus e a outros raros habitantes da caverna, como o besouro cego.
The image of the olm contributes significantly to the fame of Postojna Cave, which Slovenia successfully utilizes for the promotion of ecotourism in Postojna and other parts of Slovenian karst.	A imagem do proteus contribui significativamente para a fama da Caverna de Postojna, que a Eslovênia utiliza com sucesso para a promoção do ecoturismo em Postojna e em outras partes do carste esloveno.
Tours of Postojna Cave also include a tour around the speleobiological station – the Proteus vivarium, showing different aspects of the cave environment.	Os tours pela caverna de Postojna também incluem um passeio pela estação espeleobiológica, Proteus Vivarium, mostrando diferentes aspectos do ambiente da caverna.
The olm was also depicted on one of the Slovenian tolar coins, and was the namesake of Proteus, the oldest Slovenian popular science magazine, first published in 1933.	O proteus foi retratado em uma das moedas tolares eslovenas e foi homônimo da Proteus, a mais antiga revista de ciência popular eslovena, publicada pela primeira vez em 1933.
Heavy rains from the storm affected the Philippines, causing flooding that forced 3,500 people to evacuate their houses.	Chuvas torrenciais da tempestade afetaram as Filipinas, causando inundações que forçaram 3.500 pessoas a deixarem suas casas.
This occurred after a month of heavy rainfall from several tropical cyclones in July.	Isso ocorreu após um mês de chuvas torrenciais causadas por vários ciclones tropicais em julho.
Officials closed schools and advised small boats to remain at port.	As autoridades fecharam escolas e aconselharam pequenas embarcações a permanecerem no porto.
A vessel capsized offshore Antique Province, and its crew of 15 was rescued.	Um navio virou na costa de Antique Province e sua tripulação de 15 pessoas foi resgatada.
At least six people died due to electrocution, after downed power lines touched floodwaters.	Pelo menos seis pessoas morreram devido à eletrocussão, depois que linhas de energia caíram nas águas da enchente.
The storm spawned a tornado and caused landslides in Negros Oriental.	A tempestade criou um tornado e provocou deslizamentos em Negros Oriental.
The storm killed 35 people in the country and injured 22 others.	A tempestade matou 35 pessoas no país e feriu outras 22.
Damage was estimated at $3.3 million (₱172 million 2002 PHP).	Os danos foram estimados em US$ 3,3 milhões (₱ 172 milhões, PHP em 2002).
Milenyo was the final storm to be named by PAGASA during 2002.	Milenyo foi a última tempestade batizada pela PAGASA em 2002.
On August 17, the Hong Kong Observatory (HKO) issued standby signal number 1 due to the storm's reformation in the South China Sea.	No dia 17 de agosto, o Hong Kong Observatory (HKO) emitiu o sinal de alerta número 1 devido à reformação da tempestade no Mar da China Meridional.
Vongfong made landfall west of the territory, although its outer rainbands spread across the region.	Vongfong atingiu a costa oeste do território, embora suas faixas chuvosas externas se espalhassem pela região.
Slick roads contributed to a traffic accident in Sai Kung in which one person was killed.	Estradas escorregadias contribuíram para um acidente de trânsito em Sai Kung, no qual uma pessoa faleceu.
Rainfall in Hong Kong reached 133 mm (5.2 in) in the town of Kwai Chung.	A precipitação em Hong Kong atingiu 133 mm (5,2 polegadas) na cidade Kwai Chung.
The rainbands also produced gusty winds; sustained winds peaked at 75 km/h (47 mph), with gusts to 110 km/h (68 mph) at the mountain peak of Tai Mo Shan.	As faixas chuvosas também produziram rajadas de vento; ventos sustentados atingiram um pico de 75 km/h (47 milhas por hora), com rajadas de 110 km/h (68 milhas por hora) no pico da montanha de Tai Mo Shan.
While moving ashore, Vongfong produced a storm surge of 0.48 m (1.6 ft) in Shek Pik.	Enquanto se movia em terra, Vongfong produziu uma tempestade de 0,48 metros (1,6 pés) em Shek Pik.
The storm downed a few trees across the territory, and a fallen branch injured one man.	A tempestade derrubou algumas árvores em todo o território, e um galho caído feriu um homem.
Another person was injured by a damaged awning.	Outra pessoa foi ferida por um toldo danificado.
In Hainan, the threat from Vongfong prompted officials to close the primary airport and to restrict sea traffic with Guangdong.	Em Hainan, a ameaça do Vongfong levou as autoridades a fechar o aeroporto principal e a restringir o tráfego marítimo com Guangdong.
As a result, 113 flights were delayed, stranding more than 3,000 people.	Como resultado, 113 voos foram atrasados, deixando mais de 3.000 pessoas presas.
On the island, rainfall reached as high as 240 mm (9.4 in) in Haikou over a three-day period.	Na ilha, as chuvas chegaram a 240 mm (9,4 polegadas) em Haikou durante um período de três dias.
On 3 February, the head of the State Emergency Service (SES) and then-Premier Joh Bjelke-Petersen toured northern Queensland to inspect damage.	No dia 3 de fevereiro, o responsável pelo State Emergency Service (SES) e o então primeiro-ministro Joh Bjelke-Petersen visitaram o norte de Queensland para inspecionar os danos.
The government of Australia vowed to assist by providing financial and emergency services, also offering to provide aid to banana and sugar cane farmers who suffered losses as a result of Winifred.	O governo da Austrália prometeu ajudar fornecendo serviços financeiros e emergenciais, além de auxílio aos produtores de banana e de cana-de-açúcar que sofreram perdas como resultado do Winifred.
Two government helicopters were sent shortly thereafter, assessing the severity of damage, evacuating residents, and delivering food.	Dois helicópteros do governo foram enviados em seguida, avaliando a gravidade dos danos, evacuando os moradores e entregando alimentos.
Bjelke-Petersen later expressed anger at the federal government for having increased the threshold for disaster relief before raising loans, and also stated that the Federal Minister for Primary Industry, John Kerin, had no right to accompany him on his visit to northern Queensland, only offering to discuss an offer provided that the federal government was willing to provide financial assistance.	Bjelke-Petersen mais tarde expressou indignação com o governo federal por aumentar o limite para auxílio em desastres antes de obter empréstimos e também afirmou que o Ministro Federal da Indústria Primária, John Kerin, não tinha o direito de acompanhá-lo em sua visita ao norte de Queensland, apenas se oferecendo para discutir uma oferta, desde que o governo federal estivesse disposto a fornecer assistência financeira.
Approximately 500 volunteers for the SES were deployed the same day, reinstating electrical and other essential services, evacuating regional citizens, delivering bread to numerous towns, and sending 700 tarpaulins to shield roofless houses.	Aproximadamente 500 voluntários do SES foram mobilizados no mesmo dia, restabelecendo serviços elétricos e outros serviços essenciais, evacuando cidadãos regionais, entregando pão a várias cidades e enviando 700 lonas para proteger casas sem cobertura.
Rescue and relief work was hindered by high traffic on telephone networks, forcing Telecom to cease calls between Townsville and Ingham.	O trabalho de resgate e socorro foi dificultado pelo grande volume de tráfego nas redes telefônicas, obrigando a Telecom a interromper as ligações entre Townsville e Ingham.
Emergency crews of the government's Department of Social Security (DSS) visited locations throughout the region, receiving damage claims, requests for monetary aid, and filings for unemployment benefits.	Equipes de emergência do Departamento de Seguridade Social (DSS) do governo visitaram locais em toda a região, recebendo pedidos de indenização, de apoio monetário e de auxílio-desemprego.
The Commonwealth pledged to provide $150 million in relief over a three-year period to the government of Queensland in exchange for deregulation; however, its offer was initially rejected.	A Comunidade das Nações prometeu fornecer um alívio de US$ 150 milhões durante um período de três anos ao governo de Queensland em troca de desregulamentação; porém sua oferta foi inicialmente rejeitada.
Planes flew claims adjusters and other officials to Innisfail, establishing an insurance emergency service in the city hall, while the Insurance Council of Queensland deployed its special emergency service employees for the first time.	Aviões levaram avaliadores de sinistros e outros funcionários para Innisfail, estabelecendo um serviço de emergência de seguros na prefeitura, enquanto o Conselho de Seguros de Queensland deslocou seus funcionários de serviços especiais emergenciais pela primeira vez.
As a result of severe damage, a disaster declaration for northern regions was issued by Queensland Government on 4 February.	Por conta dos danos graves, uma declaração de desastre para as regiões do norte foi emitida pelo governo de Queensland no dia 4 de fevereiro.
The first $10 million in aid from the state government, paid by the federal government, was supplied the same day.	Os primeiros US$ 10 milhões em auxílios do governo estadual, pagos pelo governo federal, foram fornecidos no mesmo dia.
Meanwhile, the SES continued its cleanup efforts, removing debris and repairing structures.	Enquanto isso, o SES continuou seus esforços de limpeza, removendo detritos e reparando estruturas.
Looters took advantage of confusion in the days following the cyclone, striking residences throughout Innisfail.	Saqueadores aproveitaram a confusão nos dias que se seguiram ao ciclone, atacando residências em toda Innisfail.
By the end of the day, 2200 tarpaulins had been distributed; however, the previously-smooth relief efforts were impeded by thunderstorms in Cairns.	Ao final do dia, 2.200 lonas foram distribuídas; mas os esforços de socorro anteriormente estáveis foram impedidos por conta de tempestades em Cairns.
The Bureau of Meteorology (BoM) was subject to scrutiny in the aftermath of Winifred, and was criticized for its lack of advance warning.	O Bureau of Meteorology (BoM) foi submetido a escrutínio após o incidente com o Winifred sendo criticado por sua falta de aviso prévio.
Advices and warnings were received by regional television and radio stations up to 15 minutes late following issuance.	Alertas e avisos foram recebidos por estações de rádio e televisão regionais com até 15 minutos de atraso após a emissão.
Winifred's sudden and unexpected turn was little-anticipated by BoM meteorologists, with employees unable to verify the cyclone's centre from the Cairns radar until only about 9:30 a.m. on 1 February, with radar error of up to 44 km (27 mi) observed.	A virada repentina e inesperada do Winifred foi pouco antecipada pelos meteorologistas do BoM, com funcionários incapazes de verificar o centro do ciclone a partir do radar de Cairns até apenas cerca das 9h30 de 1º de fevereiro, com um erro de radar de até 44 km (27 milhas) observado.
However, a Flash Tropical Cyclone Advice was immediately issued shortly thereafter, reaching media outlets near noon that day.	No entanto, um aviso de ciclone tropical instantâneo foi emitido imediatamente depois, chegando aos meios de comunicação perto do meio-dia daquele dia.
Media outlets went suggested the creation of a new Tropical Cyclone Warning Centre (TCWC) in Townsville as a result, but the suggestion was dismissed, with a centre already established in Brisbane.	Os meios de comunicação sugeriram a criação de um novo Tropical Cyclone Warning Centre (TCWC) em Townsville como resultado, mas a sugestão foi rejeitada, porque há um centro já estabelecido em Brisbane.
A spokesman for the SES stated that no warning was given by the BoM at 9 a.m., with the storm's alarming approach; the Service had initially been anticipating the storm's recurvature out to sea, only to receive a flash warning hours later.	Um representante do SES afirmou que nenhum aviso foi dado pelo BoM às 9 horas, com a aproximação alarmante da tempestade; o serviço estava inicialmente antecipando a ressurgência da tempestade para o mar, apenas para receber um avisto instantâneo horas depois.
Rowan Kaiser of The A.V. Club gave a positive review, praising the intersecting storylines and the references to the previous season.	Rowan Kaiser do The A.V. Club elaborou uma crítica positiva, elogiando as histórias que se cruzam e as referências à temporada anterior.
"More generally, [the plot lines] show that Veronica Mars has created a strong enough world that it can support much higher levels.	“De maneira mais geral, [as linhas do enredo] mostram que Veronica Mars criou um mundo forte o suficiente para suportar níveis muito mais altos.
I have been, and still somewhat am, dubious about the pace at which this season is moving.	Eu tinha, e ainda tenho um pouco de, dúvidas sobre o ritmo em que esta temporada está se movendo.
But this was a great episode, even with all its density and the fact that it was essentially all setup.	Porém este foi um episódio ótimo, mesmo com toda a sua densidade e o fato de ter sido essencialmente tudo situado.
And it was great because it was attached to the history of the show so far." Television Without Pity gave the episode an "A".	E foi muito bom porque estava ligado à história do show até agora.” A Television Without Pity deu ao episódio um “A”.
Price Peterson, writing for TV.com, wrote in his episode verdict that "This episode was great, if way more grim than usual.	Price Peterson, escrevendo para TV.com, deu seu veredito sobre o episódio afirmando que “esse episódio foi ótimo, embora muito mais sombrio que o habitual.
Between Abel's offscreen cancer death to Amelia's icy resting place…there was a real whiff of death in this episode." Complex ranked Kim Stolz's cameo on its list of "the 25 worst cameos in TV history." BuzzFeed ranked the episode forty-fifth on its list of the best Veronica Mars episodes, criticizing the Clarence Wiedman plot while writing that "we get to see some prime banter between Logan and Cliff, two of the show’s funniest characters."	Entre a morte por câncer de Abel fora das telas e o falecimento em uma banheira de gelo de Amelia, houve um verdadeiro sopro de morte nesse episódio”. Complex qualificou a participação especial de Kim Stolz em sua lista das “25 piores participações especiais da história da TV”. O BuzzFeed classificou o episódio 45 em sua lista dos melhores episódios de Veronica Mars, criticando o enredo de Clarence Wiedman enquanto escrevia que “vemos algumas brincadeiras entre Logan e Cliff, dois dos personagens mais engraçados da série”.
The peoples known to us as the Angles, Saxons, Jutes and Frisians, began to arrive in Britain in the 5th century.	Os povos que conhecemos como anglos, saxões, jutos e frísios chegaram à Grã-Bretanha primeiramente no século V.
By 600, a number of kingdoms had begun to form in southern and eastern Britain, and by the beginning of the seventh century, southern England was almost entirely under their control.	Em 600, vários reinos começaram a se formar no sul e no leste da Grã-Bretanha e, no início do século VII, o sul da Inglaterra estava quase totalmente sob seu controle.
Tytila was a member of the Wuffingas family, the ruling dynasty of the Kingdom of the East Angles that was named after his father Wuffa.	Tytila foi um membro da família Wuffingas, a dinastia governante do Reino da Ânglia Oriental, que recebeu o nome de seu pai Wuffa.
The Wuffingas may have been descendants of an earlier Scandinavian dynasty.	Os Wuffingas podem ter sido descendentes de uma dinastia escandinava prévia.
Both he and his father are semi-historical figures.	Ele e seu pai são figuras semi-históricas.
The Victorian ethnologist John Beddoe noted the similarity between the name Tytila and that of Totila, an Ostrogoth king.	O etnólogo vitoriano John Beddoe observou a semelhança entre o nome de Tytila e o de Totila, um rei ostrogodo.
Tytila is included in a number of different tallies.	Tytila foi incluído em vários registros diferentes.
The 9th century Welsh monk Nennius, in his Historia Brittonum, also lists Tytila, naming him as the father of Eni of East Anglia: '...Uffa, who begat Tytillus, who begat Eni,...' whilst relating the origin of the kings of East Anglia.	O monge galês do século IX Nennius, em sua Historia Brittonum, também lista Tytila, nomeando-o como pai de Eni da Ânglia Oriental: “Uffa, que gerou Tytillus, que gerou Eni”, enquanto relata a origem dos reis da Ânglia Oriental.
Tytila is included in an East Anglian royal tally that lists the ancestors of Ælfwald and that names many, but not all, of the early East Anglian kings.	Tytila está incluído em um registro real da Ânglia Oriental que lista os ancestrais de Ælfwald e que nomeia muitos, mas não todos, os primeiros reis da Ânglia Oriental.
The tally, which forms part of the Anglian collection, comes from the 12th century Textus Roffensis.	O registro, que faz parte da coleção anglicana, vem do Textus Roffensis do século XII.
In October 2016, Marvel confirmed that main cast members Clark Gregg as Phil Coulson, Ming-Na Wen as Melinda May, Chloe Bennet as Daisy Johnson / Quake, Iain De Caestecker as Leo Fitz, Elizabeth Henstridge as Jemma Simmons, Henry Simmons as Alphonso "Mack" MacKenzie, and John Hannah as Holden Radcliffe would be starring in the episode.	Em outubro de 2016, a Marvel confirmou que os principais membros do elenco Clark Gregg como Phil Coulson, Ming-Na Wen como Melinda Way, Chloe Bennet como Daisy Johnson/Quake, Iain De Caestecker como Leo Fitz, Elizabeth Henstridge como Jemma Simmons, Henry Simmons como Alphonso “Mack” MacKenzie e John Hannah como Holden Radcliffe seriam as estrelas do episódio.
Also revealed was the guest cast for the episode, including Jason O'Mara as Director Jeffrey Mace, Gabriel Luna as Robbie Reyes, Parminder Nagra as Senator Nadeer, Maximilian Osinski as Agent Davis, Patrick Cavanaugh as Burrows, Jose Zuniga as Eli Morrow, Kerr Smith as Joseph Bauer, James Edson as Warden Green, Ricardo Walker as Agent Prince, Sky Soleil as corrections officer, Rolando Molina as Santino, Brandon Keener as Harlan, Jermaine Jacox as ferocious watchdog, Lilli Birdsell as Lucy Bauer, Ward Roberts as Hugo, Usman Ally as Vincent and Devin Barry as producer.	Também foi revelado o elenco convidado para o episódio, incluindo Jason O'Mara como o diretor Jeffrey Mace, Gabriel Luna como Robbie Reyes, Parminder Nagra como o senador Nadeer, Maximilian Osinski como o agente Davis, Patrick Cavanaugh como Burrows, Jose Zuniga como Eli Morrow, Kerr Smith como Joseph Bauer, James Edson como o guarda Green, Ricardo Walker como o agente Prince, Sky Soleil como um agente penitenciário, Rolando Molina como Santino, Brandon Keener como Harlan, Jermaine Jacox como um vigilante feroz, Lilli Birdsell como Lucy Bauer, Ward Roberts como Hugo, Usman Ally como Vincent e Devin Barry como o produtor.
O'Mara, Luna, Nagra, Osinski, Cavanaugh, Zuniga, Smith, Walker, Birdsell, Roberts, and Ally reprise their roles from earlier in the series.	O'Mara, Luna, Nagra, Osinski, Cavanaugh, Zuniga, Smith, Walker, Birdsell, Roberts, e Ally repetem os papéis do início da série.
George Stephanopolous also appears in the episode, as himself.	George Stephanopolous também participa do episódio, como ele mesmo.
The episode's prison setting was realized with a mixture of location filming at a real prison, and constructed sets.	O cenário do episódio foi feito com uma mistura de filmagens em uma prisão real e sets construídos.
The first scene shot for the episode was the heart-to-heart between Johnson and May.	A primeira cena filmada para o episódio foi a conversa honesta de Johnson e May.
As big fans of Stephen King, the writers had the character Santino read a Spanish version of King's book Pet Sematary while in his jail cell.	Como grandes fãs de Stephen King, os escritores fizeram o personagem Santino ler uma versão em espanhol do livro de King, O Cemitério, enquanto estava na sua cela.
For the prop of the Darkhold, introduced in this episode, Lilla suggested that the book's cover should feature the word "Darkhold" as an ambigram, with the series' props department designing a new font to achieve this.	Para a cenografia de Darkhold, apresentado nesse episódio, Lilla sugeriu que a capa do livro apresentasse a palavra “Darkhold” como um ambigrama, com o departamento de cenografia da série criando uma nova fonte para conseguir isso.
